"384B24","SIEMENS AG",,
"000E8C","Siemens AG",,
"286336","Siemens AG",,
"AC6417","Siemens AG",,
"883F99","Siemens AG",,
"20A8B9","SIEMENS AG",,
"208756","SIEMENS AG",,
"080006","SIEMENS AG",,
"40ECF8","Siemens AG",,
"D4F527","SIEMENS AG",,
"10DFFC","Siemens AG",,
"000BA3","Siemens AG",,
"0001E3","Siemens AG",,
"001133","Siemens AG Austria",,
"B4B15A","Siemens AG Energy Management Division",,
"789F87","Siemens AG I IA PP PRM",,
"000D41","Siemens AG ICM MP UC RD IT KLF1",,
"001B1B","Siemens AG,",,
"301389","Siemens AG, Automations & Drives,",,
"683E02","SIEMENS AG, Digital Factory, Motion Control System",,
"884B39","Siemens AG, Healthcare Sector",,
"001FF8","Siemens AG, Sector Industry, Drive Technologies, Motion Control Systems",,
"001928","Siemens AG, Transportation Systems",,
"00C0E4","SIEMENS BUILDING",,
"000519","Siemens Building Technologies AG,",,
"500084","Siemens Canada",,
"24EDFD","Siemens Canada Limited",,
"18AEBB","Siemens Convergence Creators GmbH&Co.KG",,
"DC0575","SIEMENS ENERGY AUTOMATION",,
"001865","Siemens Healthcare Diagnostics Manufacturing Ltd",,
"20E791","Siemens Healthcare Diagnostics, Inc",,
"0013A3","Siemens Home & Office Comm. Devices",,
"000B23","Siemens Home & Office Comm. Devices",,
"0018D1","Siemens Home & Office Comm. Devices",,
"E0DCA0","Siemens Industrial Automation Products Ltd., Chengdu",,
"4CE705","Siemens Industrial Automation Products Ltd., Chengdu",,
"8CF319","Siemens Industrial Automation Products Ltd., Chengdu",,
"681FD8","Siemens Industry, Inc.",,
"4486C1","Siemens Low Voltage & Products",,
"B87AC9","Siemens Ltd.",,
"703811","Siemens Mobility Limited",,
"009040","Siemens Network Convergence LLC",,
"001C06","Siemens Numerical Control Ltd., Nanjing",,
"E8EF22","Siemens Numerical Control Ltd., Nanjing",,
"001106","Siemens NV (Belgium)",,
"90DAF9","Siemens Rail Automation SAU",,
"00A003","Siemens Switzerland Ltd., I B T HVP",,
"005007","SIEMENS TELECOMMUNICATION SYSTEMS LIMITED",,
"001E62","Siemon",,
"000741","Sierra Automated Systems",,
"00504E","SIERRA MONITOR CORP.",,
"64CE6E","Sierra Wireless",,
"84DB2F","Sierra Wireless",,
"00A0D5","Sierra Wireless",,
"CC934A","Sierra Wireless",,
"28A331","Sierra Wireless",,
"000212","SierraCom",,
"44C306","SIFROM Inc.",,
"50FEF2","Sify Technologies Ltd",,
"001808","SightLogix, Inc.",,
"C04884","Sigma Bilisim Sist. Tekn. Elk. Enj. ve San. D??. Tic. Ltd. ?ti.",,
"000882","SIGMA CORPORATION",,
"1C3DE7","Sigma Koki Co.,Ltd.",,
"00088D","Sigma-Links Inc.",,
"0001D9","Sigma, Inc.",,
"000CA1","SIGMACOM Co., LTD.",,
"001E95","SIGMALINK",,
"14C9CF","Sigmastar Technology Ltd.",,
"0050F4","SIGMATEK GMBH & CO. KG",,
"000C68","SigmaTel, Inc.",,
"0000E5","SIGMEX LTD.",,
"0009D5","Signal Communication, Inc.",,
"0003BB","Signal Communications Limited",,
"001AB0","Signal Networks Pvt. Ltd.,",,
"E8A364","Signal Path International / Peachtree Audio",,
"00122E","Signal Technology - AISD",,
"0004B1","Signal Technology, Inc.",,
"001F89","Signalion GmbH",,
"9850A3","SIGNALTEK JSC",,
"001D79","SIGNAMAX LLC",,
"C42996","Signify B.V.",,
"001B4C","Signtech",,
"0050DE","SIGNUM SYSTEMS CORP.",,
"001604","Sigpro",,
"58BDF9","Sigrand",,
"F0264C","Sigrist-Photometer AG",,
"0000BA","SIIG, INC.",,
"0024A4","Siklu Communication",,
"002680","SIL3 Pty.Ltd",,
"3808FD","Silca Spa",,
"0040CC","SILCOM MANUF'G TECHNOLOGY INC.",,
"AC1585","silergy corp",,
"004017","Silex Technology America",,
"008092","Silex Technology, Inc.",,
"1CBCEC","silex technology, Inc.",,
"84253F","silex technology, Inc.",,
"90EC77","silicom",,
"00E0ED","SILICOM, LTD.",,
"A4E32E","Silicon & Software Systems Ltd.",,
"000A15","Silicon Data, Inc",,
"00006B","Silicon Graphics",,
"080069","Silicon Graphics",,
"00E006","SILICON INTEGRATED SYS. CORP.",,
"14B457","Silicon Laboratories",,
"90FD9F","Silicon Laboratories",,
"000B57","Silicon Laboratories",,
"588E81","Silicon Laboratories",,
"5C0272","Silicon Laboratories",,
"847127","Silicon Laboratories",,
"84FD27","Silicon Laboratories",,
"84B4DB","Silicon Laboratories",,
"DC8E95","Silicon Laboratories",,
"F4B3B1","Silicon Laboratories",,
"385CFB","Silicon Laboratories",,
"980C33","Silicon Laboratories",,
"680AE2","Silicon Laboratories",,
"842E14","Silicon Laboratories",,
"8CF681","Silicon Laboratories",,
"04CD15","Silicon Laboratories",,
"94DEB8","Silicon Laboratories",,
"040D84","Silicon Laboratories",,
"1C34F1","Silicon Laboratories",,
"E0798D","Silicon Laboratories",,
"70AC08","Silicon Laboratories",,
"187A3E","Silicon Laboratories",,
"3425B4","Silicon Laboratories",,
"6C5CB1","Silicon Laboratories",,
"5CC7C1","Silicon Laboratories",,
"60B647","Silicon Laboratories",,
"A46DD4","Silicon Laboratories",,
"086BD7","Silicon Laboratories",,
"B4E3F9","Silicon Laboratories",,
"50325F","Silicon Laboratories",,
"2C1165","Silicon Laboratories",,
"540F57","Silicon Laboratories",,
"A49E69","Silicon Laboratories",,
"F082C0","Silicon Laboratories",,
"90AB96","Silicon Laboratories",,
"60EFAB","Silicon Laboratories",,
"D87A3B","Silicon Laboratories",,
"EC1BBD","Silicon Laboratories",,
"60A423","Silicon Laboratories",,
"CC86EC","Silicon Laboratories",,
"84BA20","Silicon Laboratories",,
"003C84","Silicon Laboratories",,
"BC026E","Silicon Laboratories",,
"B43522","Silicon Laboratories",,
"90395E","Silicon Laboratories",,
"CCCCCC","Silicon Laboratories",,
"BC33AC","Silicon Laboratories",,
"804B50","Silicon Laboratories",,
"0C4314","Silicon Laboratories",,
"9035EA","Silicon Laboratories",,
"385B44","Silicon Laboratories",,
"943469","Silicon Laboratories",,
"B43A31","Silicon Laboratories",,
"4C5BB3","Silicon Laboratories",,
"287681","Silicon Laboratories",,
"30FB10","Silicon Laboratories",,
"705464","Silicon Laboratories",,
"8C6FB9","Silicon Laboratories",,
"00235F","Silicon Micro Sensors GmbH",,
"486834","Silicon Motion, Inc.",,
"002452","Silicon Software GmbH",,
"001E59","Silicon Turnkey Express, LLC",,
"00C0AA","SILICON VALLEY COMPUTER",,
"D84606","Silicon Valley Global Marketing",,
"28840E","silicon valley immigration service ",,
"00033A","Silicon Wave, Inc.",,
"0018DD","Silicondust Engineering Ltd",,
"0016E1","SiliconStor, Inc.",,
"B03829","Siliconware Precision Industries Co., Ltd.",,
"1816E8","Siliconware Precision Industries Co., Ltd.",,
"001251","SILINK",,
"4C8ECC","SILKAN SA",,
"48EE07","Silver Palm Technologies LLC",,
"001BBC","Silver Peak Systems, Inc.",,
"001350","Silver Spring Networks, Inc",,
"78F7D0","Silverbrook Research",,
"444A65","Silverflare Ltd.",,
"5011EB","SilverNet Ltd",,
"600F77","SilverPlus, Inc",,
"549478","Silvershore Technology Partners",,
"001860","SIM Technology Group Shanghai Simcom Ltd.,",,
"68E154","SiMa.ai",,
"9C8888","Simac Techniek NV",,
"48E6C0","SIMCom Wireless Solutions Co.,Ltd.",,
"381C4A","SIMCom Wireless Solutions Co.,Ltd.",,
"5C46B0","SIMCom Wireless Solutions Limited",,
"001FE7","Simet",,
"FC5090","SIMEX Sp. z o.o.",,
"F8D756","Simm Tronic Limited ",,
"48C862","Simo Wireless,Inc.",,
"001A08","Simoco Ltd.",,
"F41E26","Simon-Kaloi Engineering",,
"945089","SimonsVoss Technologies GmbH",,
"00003E","SIMPACT",,
"000910","Simple Access Inc.",,
"88BFD5","Simple Audio Ltd",,
"000794","Simple Devices, Inc.",,
"002005","SIMPLE TECHNOLOGY",,
"001B23","SimpleComTools",,
"0001C5","Simpler Networks",,
"F85128","SimpliSafe",,
"009072","SIMRAD AS",,
"000DD2","Simrad Optronics ASA",,
"001B3A","SIMS Corp.",,
"0011AC","Simtec Electronics",,
"00021E","SIMTEL S.R.L.",,
"8886A0","Simton Technologies, Ltd.",,
"009010","SIMULATION LABORATORIES, INC.",,
"0009C8","SINAGAWA TSUSHIN KEISOU SERVICE",,
"000F46","SINAR AG",,
"0009E2","Sinbon Electronics Co., Ltd.",,
"001821","SINDORICOH",,
"00076E","Sinetica Corporation Limited",,
"00122D","SiNett Corporation",,
"78CC2B","SINEWY TECHNOLOGY CO., LTD",,
"001EB9","Sing Fai Technology Limited",,
"00254D","Singapore Technologies Electronics Limited",,
"00117A","Singim International Corp.",,
"001179","Singular Technology Co. Ltd.",,
"001B2E","Sinkyo Electron Inc",,
"E8BB3D","Sino Prime-Tech Limited",,
"60E6BC","Sino-Telecom Technology Co.,Ltd.",,
"001DAD","Sinotech Engineering Consultants, Inc.  Geotechnical Enginee",,
"2853E0","Sintela Ltd",,
"D04CC1","SINTRONES Technology Corp.",,
"D4319D","Sinwatec",,
"F0BDF1","Sipod Inc.",,
"00047E","Siqura B.V.",,
"0016C4","SiRF Technology, Inc.",,
"00179E","Sirit Inc",,
"905C34","Sirius Electronic Systems Srl",,
"000B9B","Sirius System Co, Ltd.",,
"28AF0A","Sirius XM Radio Inc",,
"001019","SIRONA DENTAL SYSTEMS GmbH & Co. KG",,
"001E2E","SIRTI S.p.A.",,
"28E6E9","SIS Sat Internet Services GmbH",,
"A845CD","Siselectron Technology LTD.",,
"90A46A","SISNET CO., LTD",,
"ECE90B","SISTEMA SOLUCOES ELETRONICAS LTDA - EASYTECH",,
"A4E991","SISTEMAS AUDIOVISUALES ITELSIS S.L.",,
"24DAB6","Sistemas de Gestión Energética S.A. de C.V",,
"A043DB","Sitael S.p.A.",,
"0001AC","Sitara Networks, Inc.",,
"080064","Sitasys AG",,
"94DB49","SITCORP",,
"64D1A3","Sitecom Europe BV",,
"000CF6","Sitecom Europe BV",,
"000959","Sitecsoft",,
"0030D8","SITEK",,
"0001E4","Sitera, Inc.",,
"00132A","Sitronics Telecom Solutions",,
"DCF755","SITRONIK",,
"44B412","SIUS AG",,
"203AEF","Sivantos GmbH",,
"000527","SJ Tek Co. Ltd",,
"50FDD5","SJI Industry Company",,
"ACE42E","SK hynix",,
"10A743","SK Mtek Limited",,
"3CD7DA","SK Mtek microelectronics(shenzhen)limited",,
"40D4BD","SK Networks Service CO., LTD.",,
"0017B2","SK Telesys",,
"000C47","SK Teletech(R&D Planning Team)",,
"00E0E3","SK-ELEKTRONIK GMBH",,
"001222","Skardin (UK) Ltd",,
"0001B9","SKF (U.K.) Limited",,
"C4BD6A","SKF GmbH",,
"ECE2FD","SKG Electric Group(Thailand) Co., Ltd.",,
"2C07F6","SKG Health Technologies Co., Ltd. ",,
"00047C","Skidata AG",,
"50C9A0","SKIPPER AS",,
"001A9D","Skipper Wireless, Inc.",,
"8C3C07","Skiva Technologies, Inc.",,
"001670","SKNET Corporation",,
"18399C","Skorpios Technologies",,
"000ECD","SKOV A/S",,
"BCBC46","SKS Welding Systems GmbH",,
"048B42","Skspruce Technologies",,
"A00CA1","SKTB SKiT",,
"5C443E","Skullcandy",,
"D08A55","Skullcandy",,
"98672E","Skullcandy",,
"38F32E","Skullcandy",,
"60C5E6","Skullcandy",,
"D42C3D","Sky Light Digital Limited",,
"7C4CA5","SKY UK LIMITED",,
"C03E0F","SKY UK LIMITED",,
"0CF9C0","SKY UK LIMITED",,
"7050AF","SKY UK LIMITED",,
"D058FC","SKY UK LIMITED",,
"900218","SKY UK LIMITED",,
"D4DACD","SKY UK LIMITED",,
"B04530","SKY UK LIMITED",,
"6CA0B4","SKY UK LIMITED",,
"3C9EC7","SKY UK LIMITED",,
"807215","SKY UK LIMITED",,
"B03E51","SKY UK LIMITED",,
"80751F","SKY UK LIMITED",,
"C0A36E","SKY UK LIMITED",,
"00A388","SKY UK LIMITED",,
"0019FB","SKY UK LIMITED",,
"783E53","SKY UK LIMITED",,
"24A7DC","SKY UK LIMITED",,
"38A6CE","SKY UK LIMITED",,
"1C46D1","SKY UK LIMITED",,
"A0BDCD","SKY UK LIMITED",,
"3C8994","SKY UK LIMITED",,
"04819B","SKY UK LIMITED",,
"507043","SKY UK LIMITED",,
"04B86A","SKY UK LIMITED",,
"3C457A","SKY UK LIMITED",,
"2047ED","SKY UK LIMITED",,
"B4BA9D","SKY UK LIMITED",,
"9C31C3","SKY UK LIMITED",,
"D452EE","SKY UK LIMITED",,
"902106","SKY UK LIMITED",,
"C8965A","SKY UK LIMITED",,
"C8DE41","SKY UK LIMITED",,
"380A0A","Sky-City Communication and Electronics Limited Company",,
"00167D","Sky-Line Information Co., Ltd.",,
"68F0D0","SkyBell Technologies Inc.",,
"9C54DA","SkyBell Technologies Inc.",,
"D0C193","SKYBELL, INC",,
"001F87","Skydigital Inc.",,
"381D14","Skydio Inc.",,
"9CBD9D","SkyDisk, Inc.",,
"4CCA53","Skyera, Inc.",,
"8430E5","SkyHawke Technologies, LLC",,
"E8CE06","SkyHawke Technologies, LLC.",,
"30EB1F","Skylab M&C Technology Co.,Ltd",,
"0025CD","Skylane Optics",,
"306CBE","Skymotion Technology (HK) Limited",,
"00301D","SKYSTREAM, INC.",,
"A0B9ED","Skytap",,
"D8052E","Skyviia Corporation",,
"309176","Skyworth Digital Technology(Shenzhen) Co.,Ltd",,
"141346","Skyworth Digital Technology(Shenzhen) Co.,Ltd",,
"C88F26","Skyworth Digital Technology(Shenzhen) Co.,Ltd",,
"F44C70","Skyworth Digital Technology(Shenzhen) Co.,Ltd",,
"74FF4C","Skyworth Digital Technology(Shenzhen) Co.,Ltd",,
"2CCCE6","Skyworth Digital Technology(Shenzhen) Co.,Ltd",,
"6C2CDC","Skyworth Digital Technology(Shenzhen) Co.,Ltd",,
"38FACA","Skyworth Digital Technology(Shenzhen) Co.,Ltd",,
"2C1875","Skyworth Digital Technology(Shenzhen) Co.,Ltd",,
"708540","Skyworth Digital Technology(Shenzhen) Co.,Ltd",,
"14115D","Skyworth Digital Technology(Shenzhen) Co.,Ltd",,
"3050FD","Skyworth Digital Technology(Shenzhen) Co.,Ltd",,
"88CC45","Skyworth Digital Technology(Shenzhen) Co.,Ltd",,
"208B37","Skyworth Digital Technology(Shenzhen) Co.,Ltd",,
"5CC6D0","Skyworth Digital Technology(Shenzhen) Co.,Ltd",,
"001A9A","Skyworth Digital Technology(Shenzhen) Co.,Ltd",,
"A089E4","Skyworth Digital Technology(Shenzhen) Co.,Ltd",,
"00167A","Skyworth Overseas Development Ltd.",,
"989449","Skyworth Wireless Technology Ltd.",,
"3C2763","SLE quality engineering GmbH & Co. KG",,
"801609","Sleep Number",,
"E023D7","Sleep Number",,
"B0B32B","Slican Sp. z o.o.",,
"000420","Slim Devices, Inc.",,
"0013B6","Sling Media, Inc.",,
"000577","SM Information & Communication",,
"043A0D","SM Optics S.r.l.",,
"CCCD64","SM-Electronic GmbH",,
"002520","SMA Railway Technology GmbH",,
"0040AD","SMA REGELSYSTEME GMBH",,
"0015BB","SMA Solar Technology AG",,
"AC9B84","Smak Tecnologia e Automacao",,
"000BB2","SMALLBIG TECHNOLOGY",,
"00305C","SMAR Laboratories Corp.",,
"001982","SmarDTV",,
"B01886","SmarDTV",,
"BCFF21","Smart Code(shenzhen)Technology Co.,Ltd",,
"B8AE1C","Smart Cube., Ltd",,
"502A7E","Smart electronic GmbH",,
"000D5B","Smart Empire Investments Limited",,
"001FA8","Smart Energy Instruments Inc.",,
"38C9A9","SMART High Reliability Solutions, Inc.",,
"2C402B","Smart iBlue Technology Limited",,
"8C8580","Smart Innovation LLC",,
"0417B6","Smart Innovation LLC",,
"3CA8ED","smart light technology",,
"000516","SMART Modular Technologies",,
"000D23","Smart Solution, Inc",,
"001173","SMART Storage Systems",,
"000275","SMART Technologies, Inc.",,
"002602","SMART Temps LLC",,
"A45A1C","smart-electronic GmbH",,
"BCAF87","smartAC.com, Inc.",,
"001C0B","SmartAnt Telecom",,
"00301A","SMARTBRIDGES PTE. LTD.",,
"20D25F","SmartCap Technologies",,
"B40418","Smartchip Integrated Inc.",,
"50A9DE","Smartcom - Bulgaria AD",,
"4C627B","SmartCow AI Technologies Taiwan Ltd.",,
"9C95F8","SmartDoor Systems, LLC",,
"24D2CC","SmartDrive Systems Inc.",,
"F00248","SmarteBuilding",,
"20415A","Smarteh d.o.o.",,
"001799","SmarTire Systems Inc.",,
"34D712","Smartisan Digital Co., Ltd",,
"B40B44","Smartisan Technology Co., Ltd.",,
"E42771","Smartlabs",,
"000EF3","Smartlabs, Inc. ",,
"00177C","Smartlink Network Systems Limited",,
"2872C5","Smartmatic Corp",,
"0006C2","Smartmatic Corporation",,
"541031","SMARTO",,
"94DE0E","SmartOptics AS",,
"00236A","SmartRG Inc",,
"E82C6D","SmartRG, Inc.",,
"3C9066","SmartRG, Inc.",,
"40562D","Smartron India Pvt ltd",,
"000520","Smartronix, Inc.",,
"4018D7","Smartronix, Inc.",,
"AC8D14","Smartrove Inc",,
"00D091","SMARTSAN SYSTEMS, INC.",,
"001FB4","SmartShare Systems",,
"001FC3","SmartSynch, Inc",,
"24FD5B","SmartThings, Inc.",,
"0013BB","Smartvue Corporation",,
"00309B","Smartware",,
"001A99","Smarty (HZ) Information Electronics Co., Ltd",,
"D4A425","SMAX Technology Co., Ltd.",,
"849D64","SMC Corporation",,
"0023C6","SMC Corporation",,
"004027","SMC MASSACHUSETTS, INC.",,
"0026F3","SMC Networks",,
"C4393A","SMC Networks Inc",,
"78CD8E","SMC Networks Inc",,
"B89BC9","SMC Networks Inc",,
"00222D","SMC Networks Inc.",,
"000BC5","SMC Networks, Inc.",,
"0004E2","SMC Networks, Inc.",,
"0013F7","SMC Networks, Inc.",,
"004048","SMD INFORMATICA S.A.",,
"1C4BB9","SMG ENTERPRISE, LLC",,
"18D5B6","SMG Holdings LLC",,
"74CD0C","Smith Myers Communications Ltd.",,
"001A01","Smiths Medical",,
"000190","SMK-M",,
"240D6C","SMND",,
"049F06","Smobile Co., Ltd.",,
"003001","SMP",,
"0021CB","SMS TECNOLOGIA ELETRONICA LTDA",,
"008034","SMT GOUPIL",,
"487B5E","SMT TELECOMM HK",,
"002231","SMT&C Co., Ltd.",,
"000DE7","Snap-on OEM Group",,
"98A40E","Snap, Inc.",,
"D46A91","SnapAV",,
"143FC3","SnapAV",,
"40C3C6","SnapRoute",,
"E0E631","SNB TECHNOLOGIES LIMITED",,
"ECF6BD","SNCF MOBILITÉS",,
"C0885B","SnD Tech Co., Ltd.",,
"00090A","SnedFar Technology Co., Ltd.",,
"000581","Snell",,
"002370","Snell",,
"00D00C","SNIJDER MICRO SYSTEMS",,
"140467","SNK Technologies Co.,Ltd.",,
"0060D0","SNMP RESEARCH INCORPORATED",,
"000413","snom technology GmbH",,
"44D267","Snorble",,
"0004F5","SnowShore Networks, Inc.",,
"001DC6","SNR Inc.",,
"0005FF","SNS Solutions, Inc.",,
"44D6E1","Snuza International Pty. Ltd.",,
"00323A","so-logic",,
"002371","SOAM Systel",,
"18502A","SOARNEX",,
"000DEF","Soc. Coop. Bilanciai",,
"0080FF","SOC. DE TELEINFORMATIQUE RTC",,
"00229E","Social Aid Research Co., Ltd.",,
"00407A","SOCIETE D'EXPLOITATION DU CNIT",,
"00002E","SOCIETE EVIRA",,
"6897E8","Society of Motion Picture &amp","3 Barker Ave. FL5 White Plains NY US 10601 ",
"FCAFAC","Socionext Inc.",,
"00C01B","SOCKET COMMUNICATIONS, INC.",,
"00174A","SOCOMEC",,
"78FE41","Socus networks",,
"001056","SODICK CO., LTD.",,
"00122C","Soenen Controls N.V.",,
"001AFE","SOFACREAL",,
"0008DA","SofaWare Technologies Ltd.",,
"000B48","sofrel",,
"000067","SOFT * RITE, INC.",,
"001997","Soft Device Sdn Bhd",,
"0011D1","Soft Imaging System GmbH",,
"003039","SOFTBOOK PRESS",,
"0080B1","SOFTCOM A/S",,
"009089","SOFTCOM MICROSYSTEMS, INC.",,
"000861","SoftEnergy Co., Ltd.",,
"00182B","Softier",,
"000671","Softing AG",,
"E0FFF7","Softiron Inc.",,
"00601E","SOFTLAB, INC.",,
"F83D4E","Softlink Automation System Co., Ltd",,
"0004D0","Softlink s.r.o.",,
"0007E4","SoftRadio Co., Ltd.",,
"0010AD","SOFTRONICS USB, INC.",,
"001B3C","Software Technologies Group,Inc.",,
"0023F6","Softwell Technology Co., Ltd.",,
"D48FAA","Sogecam Industrial, S.A.",,
"001BD1","SOGESTMATIC",,
"000A01","SOHOware, Inc.",,
"00269B","SOKRAT Ltd.",,
"984246","SOL INDUSTRY PTE., LTD",,
"0009D0","Solacom Technologies Inc.",,
"60843B","Soladigm, Inc.",,
"E8E98E","SOLAR controls s.r.o.",,
"F4E6D7","Solar Power Technologies, Inc.",,
"001762","Solar Technology, Inc.",,
"000E74","Solar Telecom. Tech",,
"802DE1","Solarbridge Technologies",,
"84D6C5","SolarEdge Technologies",,
"002702","SolarEdge Technologies",,
"000A68","Solarflare Communications Inc.",,
"000F53","Solarflare Communications Inc.",,
"00D0F3","SOLARI DI UDINE SPA",,
"00244C","Solartron Metrology Ltd",,
"4C52EC","SOLARWATT GmbH",,
"DC3E51","Solberg & Andersen AS",,
"00008E","SOLBOURNE COMPUTER, INC.",,
"00C061","SOLECTEK CORPORATION",,
"00119E","Solectron Brazil",,
"000B6D","SOLECTRON JAPAN NAKANIIDA",,
"0010E5","SOLECTRON TEXAS",,
"58B961","SOLEM Electronique",,
"000293","Solid Data Systems",,
"8C2FA6","Solid Optics B.V.",,
"C489ED","Solid Optics EU N.V.",,
"D40BB9","Solid Semecs bv.",,
"38F601","Solid State Storage Technology Corporation",,
"DCC101","SOLiD Technologies, Inc.",,
"00246A","Solid Year Co., Ltd.",,
"F47ACC","SolidFire, Inc.",,
"64D912","Solidica, Inc.",,
"ACA32F","Solidigm Technology",,
"C8D6B7","Solidigm Technology",,
"D063B4","SolidRun Ltd.",,
"00D0E5","SOLIDUM SYSTEMS CORP.",,
"F81D90","Solidwintech",,
"0005D0","Solinet Systems",,
"001B30","Solitech Inc.",,
"0060C4","SOLITON SYSTEMS K.K.",,
"2CB0DF","Soliton Technologies Pvt Ltd",,
"0030F9","Sollae Systems Co., Ltd.",,
"000B7D","SOLOMON EXTREME INTERNATIONAL LTD.",,
"000FDF","SOLOMON Technology Corp.",,
"0003C2","Solphone K.K.",,
"00216D","Soltech Co., Ltd.",,
"001119","Solteras, Inc.",,
"000EB0","Solutions Radio BV",,
"0021EC","Solutronic GmbH",,
"000251","Soma Networks, Inc.",,
"00D056","SOMAT CORPORATION",,
"00C056","SOMELEC",,
"4CC206","Somfy",,
"0076B1","Somfy-Protect By Myfox SAS",,
"3CDD89","SOMO HOLDINGS & TECH. CO.,LTD.",,
"4011DC","Sonance",,
"587FB7","SONAR INDUSTRIAL CO., LTD.",,
"8CE7B3","Sonardyne International Ltd",,
"D8ADDD","Sonavation, Inc.",,
"303EAD","Sonavox Canada Inc",,
"0008C8","Soneticom, Inc.",,
"8C55BB","Songwoo Information & Technology Co., Ltd",,
"00C0E1","SONIC SOLUTIONS",,
"004010","SONIC SYSTEMS, INC.",,
"000A97","SONICblue, Inc.",,
"A084CB","SonicSensory,Inc.",,
"0006B1","Sonicwall",,
"2CB8ED","SonicWall",,
"18C241","SonicWall",,
"18B169","Sonicwall",,
"C0EAE4","Sonicwall",,
"0017C5","SonicWALL",,
"D0A4B1","Sonifex Ltd.",,
"0024A3","Sonim Technologies Inc",,
"000962","Sonitor Technologies AS",,
"001989","Sonitrol Corporation",,
"00208A","SONIX COMMUNICATIONS, LTD.",,
"003093","Sonnet Technologies, Inc",,
"000643","SONO Computer Co., Ltd.",,
"00150A","Sonoa Systems, Inc",,
"84AAA4","SONoC Corp.",,
"080090","SONOMA SYSTEMS",,
"00043C","SONOS Co., Ltd.",,
"542A1B","Sonos, Inc.",,
"7828CA","Sonos, Inc.",,
"F0F6C1","Sonos, Inc.",,
"347E5C","Sonos, Inc.",,
"000E58","Sonos, Inc.",,
"38420B","Sonos, Inc.",,
"804AF2","Sonos, Inc.",,
"48A6B8","Sonos, Inc.",,
"B8E937","Sonos, Inc.",,
"949F3E","Sonos, Inc.",,
"5CAAFD","Sonos, Inc.",,
"C43875","Sonos, Inc.",,
"0008FB","SonoSite, Inc.",,
"38B12D","Sonotronic Nagel GmbH",,
"70661B","Sonova AG",,
"2C53D7","Sonova AG",,
"80C3BA","Sonova Consumer Hearing GmbH",,
"F80DF1","Sontex SA",,
"001FB2","Sontheim Industrie Elektronik GmbH",,
"00106B","SONUS NETWORKS, INC.",,
"0022A6","Sony Computer Entertainment America",,
"001A80","Sony Corporation",,
"5453ED","Sony Corporation",,
"F0BF97","Sony Corporation",,
"205476","Sony Corporation",,
"3017C8","Sony Corporation",,
"6C23B9","Sony Corporation",,
"6C0E0D","Sony Corporation",,
"001963","Sony Corporation",,
"001620","Sony Corporation",,
"0012EE","Sony Corporation",,
"D4389C","Sony Corporation",,
"002345","Sony Corporation",,
"001FE4","Sony Corporation",,
"68764F","Sony Corporation",,
"AC800A","Sony Corporation",,
"3C0771","Sony Corporation",,
"78843C","Sony Corporation",,
"0013A9","Sony Corporation",,
"B4527E","Sony Corporation",,
"307512","Sony Corporation",,
"C43ABE","Sony Corporation",,
"94CE2C","Sony Corporation",,
"001E45","Sony Corporation",,
"000E07","Sony Corporation",,
"000AD9","Sony Corporation",,
"0023F1","Sony Corporation",,
"001A75","Sony Corporation",,
"001CA4","Sony Corporation",,
"FCF152","Sony Corporation",,
"080046","Sony Corporation",,
"544249","Sony Corporation",,
"A0E453","Sony Corporation",,
"30A8DB","Sony Corporation",,
"848EDF","Sony Corporation",,
"584822","Sony Corporation",,
"18002D","Sony Corporation",,
"D05162","Sony Corporation",,
"90C115","Sony Corporation",,
"5CB524","Sony Corporation",,
"58170C","Sony Corporation",,
"9C5CF9","Sony Corporation",,
"84C7EA","Sony Corporation",,
"387862","Sony Corporation",,
"0025E7","Sony Corporation",,
"0024EF","Sony Corporation",,
"0016B8","Sony Corporation",,
"F84E17","Sony Corporation",,
"AC9B0A","Sony Corporation",,
"104FA8","Sony Corporation",,
"001DBA","Sony Corporation",,
"0024BE","Sony Corporation",,
"2421AB","Sony Corporation",,
"002298","Sony Corporation",,
"001B59","Sony Corporation",,
"8C6422","Sony Corporation",,
"B8F934","Sony Corporation",,
"40B837","Sony Corporation",,
"E063E5","Sony Corporation",,
"4C21D0","Sony Corporation",,
"1C7B21","Sony Corporation",,
"000FDE","Sony Corporation",,
"3C01EF","Sony Corporation",,
"3C38F4","Sony Corporation",,
"045D4B","Sony Corporation",,
"D8D43C","Sony Corporation",,
"00014A","Sony Corporation",,
"30F9ED","Sony Corporation",,
"BC6E64","Sony Corporation",,
"4040A7","Sony Corporation",,
"B4527D","Sony Corporation",,
"00EB2D","Sony Corporation",,
"303926","Sony Corporation",,
"8400D2","Sony Corporation",,
"402BA1","Sony Corporation",,
"001813","Sony Corporation",,
"001D28","Sony Corporation",,
"001EDC","Sony Corporation",,
"44D4E0","Sony Corporation",,
"44746C","Sony Corporation",,
"283F69","Sony Corporation",,
"00219E","Sony Corporation",,
"88C9E8","Sony Corporation",,
"143FA6","Sony Home Entertainment&Sound Products Inc",,
"38184C","Sony Home Entertainment&Sound Products Inc",,
"94DB56","Sony Home Entertainment&Sound Products Inc",,
"2C97ED","Sony Imaging Products & Solutions Inc.",,
"001FA7","Sony Interactive Entertainment Inc.",,
"709E29","Sony Interactive Entertainment Inc.",,
"78C881","Sony Interactive Entertainment Inc.",,
"2C9E00","Sony Interactive Entertainment Inc.",,
